"type","sub_type","sqft","baths","beds","stories","year_built","listPrice"
"condos","condo","908","2","2","1","1985","145000"
"condos","condo","560","1","1",,,"199000"
"single_family",,"1536","3","3","2","1986","250000"
"single_family",,"2868","3","3","1","2009","639900"
"single_family",,"1868","3","3","1","2016","699900"
"single_family",,"800","1","3","1","1983","239900"
"single_family",,"2716","3","4","2","1968","281000"
"single_family",,"2890","3","4","1","2025","899900"
"single_family",,"1571","2","3","1","1940","225000"
"single_family",,"1248","1","2","1","1961","150000"
"condos","condo","1675","2","3","1","2006","249900"
"single_family",,"1077","2","3",,"1975","55000"
"condos","condo","1001","2","2","1","1993","189900"
"condos","condo","395","1","1","1","1980","115000"
"single_family",,"2100","2","3","1","1960","338900"
"single_family",,"1260","2","3",,"1988","109900"
"single_family",,"2604","3","4","1","1971","185000"
"single_family",,"2834","5","5",,"2007","675000"
"single_family",,"1890","2","4",,"1996","116160"
"single_family",,"3609","3","4","2","2023","995000"
"single_family",,"945","2","2","1",,"165000"
"single_family",,"1475","2","3","1","1963","159900"
"single_family",,"2577","3","4",,"2012","443500"
"single_family",,"1887","4","4","2","2022","874900"
"single_family",,"978","1","3","1","1954","55900"
"single_family",,"4203","5","6","2","2008","600000"
"single_family",,"1255","2","3","1","2025","224900"
"single_family",,"1801","2","4","2",,"259990"
"single_family",,"1204","1","2","1","1950","60000"
"single_family",,"5652","4","5","3","1980","825000"
"single_family",,"2260","3","4","2","2004","1085000"
"single_family",,"1450","2","3","1","2004","349000"
"single_family",,"1040",,"2","1",,"333990"
"single_family",,"2005","2","3","2","1995","425000"
"single_family",,"1225","1","3","1","1915","138900"
"single_family",,"1236","2","3","1","2025","255000"
"farm",,,,,,,"312500"
"single_family",,"2646","2","4",,"2022","489000"
"single_family",,"4000","3","4","1",,"599672"
"townhomes","townhouse","1463","3","2","3","2021","665000"
"single_family",,"2256","4","4","2","1999","795000"
"single_family",,"1568","2","3","1","2024","384900"
"single_family",,"1672","2","4",,"2025","319900"
"single_family",,"2260","2","3","2","1973","814900"
"single_family",,"1485","2","3","2","2003","399900"
"single_family",,"1276","2","3","1","1994","270000"
"land",,,"0",,,,"25000"
"single_family",,"3678","4","5","2","2015","799000"
"land",,,"0",,,,"165000"
"single_family",,"3535","4","4","2","2002","815000"
"single_family",,"1124","2","3","1","2003","249000"
"single_family",,"2500","4","4","2","1981","229999"
"condos","condo","1000","2","2","1","1985","37000"
"land",,,"0",,,,"28900"
"condos","condo","1516","2","3",,"1997","162000"
"single_family",,"1243","1","3","1","1965","230000"
"single_family",,"1400","2","3","1",,"425000"
"farm",,,,,,,"158700"
"land",,,"0",,,,"6000"
"single_family",,"1601","2","3","1",,"309000"
"single_family",,"2456","3","3","2","2019","750000"
"single_family",,"3155","4","3",,"1910","165000"
"condos","condo","337","1",,"7","2008","162900"
"single_family",,"1062","2","3","1","1982","195000"
"single_family",,"2537","3","4",,"2010","535000"
"single_family",,"2083","2","3","1","1905","392500"
"single_family",,"1170","1","3","1","1965","230000"
"land",,,"0",,,,"39950"
"single_family",,"3922",,"5","2",,
"single_family",,"6540","12","10","2","2013","11995000"
"single_family",,"1741","2","4","1","1979","299999"
"single_family",,"3824","4","4","2","2020","1100000"
"single_family",,"4981","6","4","3","2017","995000"
"single_family",,"1165","1","3","1","1946","169900"
"land",,,"0",,,,"329900"
"condos","condo","504","1",,"1","1984","95000"
"single_family",,"2609","3","3","2","2022","649000"
"single_family",,"1042","1","3",,"1960","165000"
"single_family",,"1956","1","3",,"1965","99500"
"single_family",,"3434","4","4","2","2006","716000"
"single_family",,"1551","2","4","1","1963","190000"
"single_family",,"4526","4","5","3","2005","994999"
"condos","condo","1250","2","3","1",,"212000"
"single_family",,"2826","3","3","2","2000","589900"
"single_family",,"2989","3","4","2",,"589000"
"single_family",,"1536","2","3","1","1940","325000"
"single_family",,"919","1","3","1","1970","72000"
"single_family",,"2380","2","3",,"2006","625000"
"single_family",,"1734","3","4","2","2008","369900"
"single_family",,"1024","2","3","1","1940","330000"
"land",,,"0",,,,"107880"
"single_family",,"1803","2","3","1","1999","325000"
"single_family",,"1256","1","3",,"1940","215000"
"condos","condo","1346","2","3","1","2008","218900"
"townhomes","townhouse","1454","3","3","2","2007","209000"
"single_family",,"3100","4","4","2","2023","979900"
"single_family",,"2405","3","3","1",,"549900"
"single_family",,"1485","2","3","1","2007","238000"
"single_family",,"2432","3","4","1","1989","355000"
"land",,,"0",,,,"255000"
"single_family",,"1790","2","3","2","1986","249900"
"townhomes","townhouse","2464","4","4","3","2016","599000"
"single_family",,"1943","2","3","1","1957","399900"
"single_family",,"1294","3","3","2","2025","234900"
"townhomes",,"2256","4","4",,,"566490"
"condos","condo","1059","2","2","1","1983","349900"
"townhomes","townhouse","1323","4","2","2","1973","189900"
"condos","condo","691","1","1","1","1998","252500"
"townhomes","townhouse","1162","3","2","2","2024","209000"
"condos","condo","375","1",,"7","1977","65000"
"single_family",,"3275","3","4","2",,"800000"
"single_family",,"1311","2","3","1","2018","254900"
"condos","condo","1868","3","3","2","2006","349950"
"single_family",,"2234","3","3","2","2017","875000"
"single_family",,"5523","6","5","2","2007","2850000"
"single_family",,"1100","2","3","1","2008","234500"
"land",,,"0",,,,"70000"
"single_family",,"2973","5","4","2","2008","664800"
"single_family",,"2413","3","4","2","2016","429900"
"single_family",,"1656","2","4","2","1935","500000"
"land",,,"0",,,,"79990"
"land",,,"0",,,,"77500"
"single_family",,"2175","3","4","1","2002","525000"
"land",,,,,,,"19000"
"land",,,,,,,"115000"
"single_family",,"1040","1","3","1","1935","400000"
"single_family",,"1099","2","3","1","1983","185000"
"single_family",,"960","1","3",,"1970","125000"
"townhomes","townhouse","1178","2","3","1","2022","219900"
"single_family",,"1530","3","3","2",,"249900"
"single_family",,"1464","2","3",,"1968","145000"
"multi_family",,,"3","5","1","1970","439900"
"farm",,,"0",,,,"31500"
"single_family",,,"0","0","1",,"217000"
"single_family",,"2221","2","3",,"2011","335000"
"condos","condo","1050","2","2","1","2005","230000"
"land",,,"0",,,,"25000"
"single_family",,"1698","3","3",,"2003","240000"
"single_family",,"3328","3","4","2","1993","799000"
"condos","condo","1702","3","3","2","1980","274900"
"single_family",,"1548","2","3","2","1977","499000"
"single_family",,"1030","1","2",,,"89900"
"single_family",,"1507","2","4","1","1967","380000"
"condos","condo","1005","3","3","1","1984","399000"
"single_family",,"1850","2","4","2",,"105000"
"single_family",,"3272","3","4","1","1987","709000"
"single_family",,"1472","3","3","2","2007","265000"
"condos","condo","1020","2","2","2","1972","99900"
"land",,,"0",,,,"600000"
"single_family",,"1300","3","3",,"1976","119500"
"single_family",,"1301","2","3","1","1988","240000"
"single_family",,"1128","2","3",,"1993","343900"
"single_family",,"1555","2","3","1","1963","195000"
"single_family",,"560","1","1",,"1959","69000"
"single_family",,"2808","4","5","2","2020","689000"
"land",,,,,,,"29900"
"single_family",,"1362","2","4","1","1969","315000"
"townhomes","townhouse","4184","4","4",,"2008","1039000"
"single_family",,"1484","2","3",,"1959","235000"
"single_family",,"1251","2","3","1",,"150000"
"single_family",,"1625","1","3","1","1962","189000"
"single_family",,"1627","2","3","1","1996","350000"
"single_family",,"2415","3","4","2","2025","549000"
"single_family",,"1593","2","4",,"1997","263900"
"single_family",,"1626","3","3","2","2025","749000"
"single_family",,"1328","1","3","2","1900","55000"
"single_family",,"1568","2","3","1","1978","244900"
"single_family",,"1227","2","3","1",,"240000"
"condos","condo","1320","2","3","1","1984","510000"
"single_family",,"2323","2","4","2",,"100000"
"single_family",,"1908","2","3",,,"439900"
"single_family",,"1637","2","3","1","2014","300000"
"single_family",,"3436","4","4","2","2022","620000"
"single_family",,"4464","5","6","2","2016","1995000"
"condos","condo","1125","2","2","1","1982","445000"
"land",,,"0",,,,"100000"
"single_family",,"3478","5","5","2","1998","630000"
"single_family",,"2133","4","4","1","2016","1560000"
"single_family",,"2129","3","5","1","1966","399900"
"single_family",,"1303","2","3","1","1960","189000"
"single_family",,"1504","2","3","1","2007","195000"
"single_family",,"2431","2","3","2","2005","659000"
"land",,,"0",,,,"89500"
"single_family",,"1600","2","3",,"2024","679900"
"single_family",,"1350","2","3","1","2012","325000"
"single_family",,"3816","3","3",,"1835","175000"
"single_family",,"2423","3","4","2","2008","309900"
"condos","condo","786","2","2","1","1978","249000"
"townhomes","townhouse","1620","3","3","2",,"350000"
"land",,,"0",,,,"349900"
"land",,,"0",,,,"4000"
"land",,,"0",,,,"80500"
"land",,,"0",,,,"50000"
"land",,,"0",,,,"6500"
"single_family",,"1535","2","2",,"1957","199900"
"land",,,"0",,,,"67800"
"single_family",,"3289","4","3","2","2010","699000"
"land",,,"0",,,,"54900"
"land",,,"0",,,,"80000"
"single_family",,"1036","2","3","1","1990","265000"
"land",,,"0",,,,"60000"
"single_family",,"2000","3","3","2",,"325000"
"land",,,"0",,,,"19500"
"single_family",,"2520","3","3",,"1925","219900"
"single_family",,"2374","2","3","1","1979","264900"
"single_family",,"2328","3","4","1","2022","430000"
"land",,,"0",,,,"27500"
"single_family",,"3378","3","4","2","1997","575000"
"land",,,"0",,,,"17000"
"single_family",,"5711","7","4","2","2005","4385000"
"condos","condo","2561","3","4","3","1975","409500"
"single_family",,"4313","4","5","2","1978","750000"
"land",,,"0",,,,"12500"
"single_family",,"1180","1","2","1","1970","524900"
"land",,,"0",,,,"143000"
"single_family",,"1311","1","3","1","1955","175000"
"single_family",,"2262","2","4","1","1957","240000"
"single_family",,"2526","3","3","2","2008","629900"
"land",,,"0",,,,"91000"
"single_family",,"2622","3","4","2",,"325000"
"multi_family",,,,,,"1942","115000"
"single_family",,"1480","2","2","1","1993","289900"
"land",,,"0",,,,"55000"
"single_family",,"1387","2","3","1","2013","269500"
"single_family",,"1638","4","5",,"2005","579000"
"land",,,"0",,,,"44900"
"single_family",,"2100","4","5","2","2025","307590"
"land",,,"0",,,,"79900"
"single_family",,"1300","2","3","1","1980","280000"
"single_family",,"1741","2","4","1",,"345000"
"single_family",,"1259","2","3","1","2016","249900"
"townhomes","townhouse","1423","3","3","2",,"199549"
"single_family",,"2687","3","4","1","1987","249900"
"single_family",,"1056","1","2","1","1935","190000"
"single_family",,"1611","2","3","1","2006","234900"
"single_family",,"1352","2","3","1","1990","269900"
"single_family",,"2189","3","4","1","2020","379900"
"townhomes","townhouse","1664","3","4","2","2006","285000"
"single_family",,"2415","3","4","2","2022","394900"
"condos","condo","924","2","2","1","1984","399000"
"single_family",,"1402","2","3","1","2020","360000"
"land",,,"0",,,,"250000"
"single_family",,"1416","2","3","1","2025","274663"
"condos","condo","1097","3","3",,"2007","189999"
"multi_family",,"1548","3","4","1","1945","469000"
"townhomes","townhouse","1440","3","3","2",,"219999"
"condos","condo","711","2","2",,"1994","170000"
"single_family",,"1378","2","3","1","2005","200000"
"single_family",,"800","2","2",,"1980","239900"
"single_family",,"4063","4","6",,"1978","1095000"
"single_family",,"1660","2","3","1","2008","244500"
"land",,,"0",,,,"22500"
"land",,,"0",,,,"165000"
"single_family",,"1518","3","3","2","2025","381150"
"single_family",,"1340","2","3","1","2006","204900"
"single_family",,"1196","2","3","1","1974","120000"
"single_family",,"2080","3","4","2","2003","299900"
"townhomes","townhouse","1720","3","3","2","2025","221990"
"single_family",,"1606","3","3","2","2005","227000"
"condo_townhome",,"1435",,"3","2",,"209000"
"land",,,,,,,"50000"
"single_family",,"2557","5","4","2",,"899900"
"land",,,,,,,"79000"
"townhomes","townhouse","1631","3","3","2","2025","209999"
"single_family",,"1890","2","3","1","2025","349000"
"single_family",,"1092","1","3","1","1966","209900"
"townhomes","townhouse","1461","3","3","2","2025","227990"
"single_family",,"1351","2","2",,"1984","249900"
"single_family",,"1289","2","4",,"1952","179900"
"condos","condo","964","2","2","2",,"107000"
"single_family",,"1514","2","3",,,"279900"
"single_family",,"1320","2","3","1","1940","259900"
"single_family",,"2174","3","4","2","2025","407250"
"land",,,"0",,,,"16500"
"single_family",,"1618","2","3","1","2025","388150"
"single_family",,"1618","2","3","1","2025","388150"
"townhomes","townhouse","1629","3","3","2","2025","324990"
"condos","condo","1030","2","2","1","1994","269900"
"single_family",,"2542","3","3",,,"624000"
"single_family",,"3058","4","3","2","1968","499900"
"single_family",,"1908","2","3","1","2015","239900"
"condos","condo","438","1","1","1","1966","129900"
"townhomes","townhouse","1587","3","3","2","2025","256990"
"single_family",,"1618","2","3","1","2025","388150"
"single_family",,"870","1","2","1","1950","40000"
"townhomes",,"2218","3","3","3",,"379990"
"condos","condo","695","2","1","3","1987","144400"
"land",,,"0",,,,"10000"
"townhomes",,"1524","3","3","2",,"323385"
"townhomes","townhouse","1462","3","3","2","2025","226990"
,,"1447",,"2","1",,"333250"
"condos","condo","960","2","2","2","1989","137500"
"single_family",,"1888","3","2","1","1952","237900"
"townhomes","townhouse","1462","3","3","2","2025","237490"
"land",,,,,,,"210000"
"single_family",,"3005","3","5","2","2025","398240"
"single_family",,"1542","3","3","2","1997","265000"
"condos","condo","1050","2","2","1","2004","219900"
"single_family",,"9515","8","8","2","1932","6750000"
"single_family",,,"1","3","1",,"98000"
"single_family",,"1572","2","2",,,"474900"
"condos","condo","600","1","1","1","1996","159900"
"condos","condo","900","2","2","3","2024","214999"
"single_family",,"2674","3","5","2","2025","367900"
"single_family",,"1650","3","3","2","1997","339900"
"land",,,"0",,,,"185000"
"single_family",,"2995","4","5","2","2025","397900"
"single_family",,"2382","3","4","2",,"332000"
"land",,,"0",,,,"10000"
"single_family",,"1913","3","4","2","1973","259900"
"land",,,"0",,,,"125000"
"land",,,"0",,,,"70000"
"land",,,"0",,,,"49000"
"land",,,"0",,,,"26000"
"land",,,"0",,,,"190000"
"land",,,"0",,,,"85000"
"land",,,"0",,,,"175000"
"land",,,"0",,,,"70000"
"land",,,"0",,,,"155000"
"land",,,"0",,,,"175000"
"land",,,"0",,,,"150000"
"land",,,"0",,,,"199000"
"land",,,"0",,,,"19900"
"land",,,"0",,,,"25000"
"land",,,"0",,,,"251550"
"land",,,"0",,,,"45000"
"land",,,"0",,,,"45000"
"land",,,"0",,,,"20000"
"land",,,"0",,,,"55000"
"land",,,"0",,,,"58000"
"land",,,"0",,,,"49000"
"land",,,"0",,,,"232370"
"land",,,"0",,,,"63900"
"single_family",,"2056","2","3",,"1990","449000"
"land",,,"0",,,,"58000"
"land",,,"0",,,,"169000"
"single_family",,"1751","3","3","2","2003","525000"
"single_family",,"1152","2","3","1","2019","149900"
"single_family",,,"3","3","1","1980","349900"
"land",,,"0",,,,"60000"
"land",,,"0",,,,"72500"
"townhomes","townhouse","1544","3","3","2",,"223000"
"land",,,"0",,,,"10000"
"single_family",,"1776","3","4","1","1996","266000"
"single_family",,"1439","2","2",,"1972","375000"
"land",,,"0",,,,"45000"
"single_family",,"2000","2","3","1",,"349999"
"land",,,"0",,,,"80000"
"land",,,"0",,,,"10000"
"land",,,"0",,,,"265000"
"land",,,"0",,,,"29000"
